id,"text","author"
id1330,"said Holmes bitterly as he emerged panting and white       with vexation from the tide of vehicles.","ACD"
id577,"Because this stick, though originally a very handsome one has       been so knocked about that I can hardly imagine a town       practitioner carrying it.","ACD"
id6500,"With the reckless curiosity of her age and character, Magdalen, in defiance of Miss Garth’s prohibition and her sister’s remonstrances, determined to go to the study and look for her father there.","WKL"
id6693,"Without touching on those affairs, which it was neither desirable nor necessary to do, Mrs. Vanstone then proceeded to say that she would at once set all Miss Garth’s doubts at rest, so far as they related to herself, by one plain acknowledgment.","WKL"
id38,"I want my arms round you, and your head on my breast, and--oh, Gladys, I want----  She had sprung from her chair, as she saw signs that I proposed to demonstrate some of my wants.","ACD"
id1214,"We are coming now rather into the region of guesswork, said Dr.       Mortimer.","ACD"
id1135,"It       was of common quality, greyish in colour.","ACD"
id346,"He is a violent, dangerous, cantankerous character, hated by everyone who comes across him, and the butt of the students, so far as they dare take a liberty with him.","ACD"
id254,"He turned as I drew my chair up to him.","ACD"
id6197,"At home and abroad, a soured man.","WKL"
id6070,"Yes!","WKL"
id4171,"I suppose you know that she has married again?","ACR"
id6893,"The Marrables have come here with an invitation.","WKL"
id780,"The latter yawned and tossed the end of his       cigarette into the fire.","ACD"
id287,"What is his particular fad?","ACD"
id1268,"Dr.       Mortimer, I think you could not do better than to tell your story       as you told it to us.","ACD"
id5240,"She lingered by the raised curtain, heedless of the risk she ran, from moment to moment, of being discovered and questioned--lingered until she heard Captain Treverton say soothingly to the child:  Hush, Rosie, dear!","WKL"
id5228,"Can he be there?--in that room, of all the rooms in the house!","WKL"
id3555,"Oh, _milord_, I fear to incommode you.","ACR"
id3369,"In another moment the lady had been ushered in.","ACR"
id1498,"To her greatness I would dedicate my life.","ACD"
id1030,"Through the haze I had a vague vision of Holmes in his       dressing-gown coiled up in an armchair with his black clay pipe       between his lips.","ACD"
id6876,"Magdalen, who preferred the society of her father and Frank, pleaded hard to be left behind; but Miss Garth, after granting five minutes’ grace, took her into custody and marched her out of the room.","WKL"
id2300,"I was in the act of handing it to him when I heard a sudden clash of arms outside the door.","ACD"
id842,"He had taken this legend which I have read you exceedingly       to heart—so much so that, although he would walk in his own       grounds, nothing would induce him to go out upon the moor at       night.","ACD"
id5239,"The tears stood thick in Sarah's eyes as they looked on her master and on the little hands that lay round his neck.","WKL"
id211,"Born: Largs, N. B., 1863.","ACD"
id4849,"Quick!--quick!","WKL"
id2279,"Quick!","ACD"
id2684,"Oh, yes.","ACR"
id6359,"Suffering!","WKL"
id6838,"Shut the door after you.","WKL"
id4927,"Bolt the door, she said, in the same enfeebled voice, but with the same accent of resolution which had so strikingly marked her first request to have more light in the room.","WKL"
id1840,"Afar off I heard those fateful steps and the jingle of distant keys.","ACD"
id3233,"I had joined him, and was leaning over his shoulder.","ACR"
id4182,"John practised for some time as a barrister, but had finally settled down to the more congenial life of a country squire.","ACR"
id1374,"I have some recollection,       Wilson, that you had among your boys a lad named Cartwright, who       showed some ability during the investigation.","ACD"
id208,"He took a paper from a drawer.","ACD"
id4778,"John strode across the room, and lit the gas.","ACR"
id5809,"Is it possible?","WKL"
id6051,"At the same moment the quiet of the summer evening was once more disturbed.","WKL"
id4377,"I asked, smiling.","ACR"
id4309,"Tell me—you’re drawn to something?","ACR"
id1801,"But you--what about you?","ACD"
id4153,"A man he knows committed suicide with a rook rifle on a farm somewhere.","ACR"
id244,"I can always think most sanely and clearly in the open air.","ACD"
id1636,"The only light came dimly through a small grating which opened on the passage.","ACD"
id3580,"Lady Yardly had turned away.","ACR"
id6293,"Her eldest child, now descending the stairs by her side, was the mirror in which she could look back and see again the reflection of her own youth.","WKL"
id6461,"His daughters rose immediately; and Miss Garth considerately followed their example.","WKL"
id1709,"The blood flushed into the old man's face and his eyes blazed through his mask.","ACD"
id6748,"Mr. Clare the elder inhabited an unpretending little cottage, situated just outside the shrubbery fence which marked the limit of the Combe-Raven grounds.","WKL"
id392,"You won't believe a word he says--I'm sure I don't wonder.","ACD"
id954,"I have hitherto confined my       investigations to this world, said he.","ACD"
id2774,"Girls are foolish things.","ACR"
id304,"Well, it is a translation.","ACD"
id1312,"We hurried together down the stairs       and into the street.","ACD"
id4227,"No, she’ll have started from the hospital by now.","ACR"
id5322,"A cloud of dust flew all about her as she softly opened the door; a mouldy coolness made her shiver as she crossed a large stone hall, with some black old family portraits hanging on the walls, the canvases of which were bulging out of the frames.","WKL"
id6652,"Had Mrs. Vanstone ever referred to any poor relations who were dependent on her?","WKL"
id3685,"The full of the moon, it is not until Friday.","ACR"
id4094,"I’ve been out there ever since the War—a great country.","ACR"
id5468,"A man may be anxious and worried, I suppose, without being actually in pain.","WKL"
id6982,"These two were followed by an accommodating spinster relative, who accepted the heavy dramatic responsibility of Mrs. Malaprop—and there the theatrical proceedings came to a pause.","WKL"
id3892,"I would let some time elapse before I forgave him.","ACR"
id187,"You seem to have a sort of genius for establishing relations with people--seempathy, I suppose, or animal magnetism, or youthful vitality, or something.","ACD"
id3192,"Without doubt.","ACR"
id1376,"Could you ring him up?—thank you!","ACD"
id2189,"The same instant I buried my knife in his body, and he fell with a loud crashing through the branches and came with a thud to the ground.","ACD"
id3038,"He explained to Mrs. James that he was a friend of the lady who had come to look over the house, but had stopped at the post office to send a telegram.","ACR"
id1353,"2704 is       our man.","ACD"
id5075,"He talked about praying for me, and coming back.","WKL"
id6653,"On the contrary she had mentioned of late years that she doubted having any relations at all who were still living.","WKL"
id3922,"I have ascertained that there is only one doctor in Marsdon Leigh, Dr. Ralph Bernard.","ACR"
id2920,"Five minutes later he reappeared, handed her back the keys and explained that he feared the house would not suit them.","ACR"
id3728,"But it’s almost unbelievable.","ACR"
id2573,"No, here we have what I have always maintained—the ancestral form of the Neanderthal race.","ACR"
id2115,"If that could be exploded the way would be clear for us.","ACD"
id1623,"Take him down to the wooden cell.","ACD"
id6358,"and what has the concert done for _you?_ What form of suffering has dissipation inflicted on _your_ system this morning?","WKL"
id2753,"Mr. Flemming seemed puzzled.","ACR"
id6231,"The day was the fourth of March, and the year was eighteen hundred and forty-six.","WKL"
id1470,"This love which I had thought was a joke and a plaything--it is only now that I understand that it is the moulder of one's life, the most solemn and sacred of all things--Thank you, my friend, thank you!","ACD"
id6472,"I consider myself insulted.","WKL"
id3401,"I recounted to her the events of the morning.","ACR"
id822,"It is             understood that the next of kin is Mr. Henry Baskerville,             if he be still alive, the son of Sir Charles Baskerville’s             younger brother.","ACD"
id5197,"She opened the door and glided into the passage; stopped there for a moment, and looked back into the room.","WKL"
id3589,"George has always promised to have the stones reset for me, but it’s never been done.","ACR"
id2571,"You understand, Anne?","ACR"
id1814,"Well, well, I will tell you lest you should fear it was something worse.","ACD"
id6881,"Mr. Marrable’s a merchant at Bristol.","WKL"
id4032,"Well, we had only been married a little over a year.","ACR"
id1504,"In an instant he had torn away my sword, had slipped a sack over my head, and had tied a rope firmly round the outside of it.","ACD"
id728,"It is one of several indications       which enabled me to fix the date.","ACD"
id5447,"They force their way in at all hours.","WKL"
id2892,"I had my own theory in regard to the doctor.","ACR"
id4710,"Have some coffee, and tell us what you have been up to.","ACR"
id3132,"He had a dark pointed beard and gold-rimmed eyeglasses.","ACR"
id1664,"It was my poor captain of infantry whom they were slaughtering.","ACD"
id1241,"Sir Henry smiled.","ACD"
id5538,"My father forgave me on his death-bed, and I had to bring her home again.","WKL"
id3823,"Her husband was amusing himself elsewhere.","ACR"
id3312,"I rose, went to the table at the other side of the room and returned with the paper in question in my hand.","ACR"
id2137,"He produced what appeared to be a roll of dirty brown flannel.","ACD"
id517,"I have seen the two Macs attempt something of the kind at the halls, but it appears to take some practise to do it without hurting oneself.","ACD"
id3578,"They’re sending down a chap to-night to vet the stone.","ACR"
id6835,"If there is anything to eat in the kitchen, get it and go to bed.","WKL"
id3582,"I wish you wouldn’t sell it, George, she said, in a low voice.","ACR"
id1939,"But Lucia had burst through from her cell and was pouring out the whole story while she clasped Lorenzo's arm.","ACD"
id2632,"It took some time to dawn upon me that the thing I had always longed for—freedom—was at last mine.","ACR"
id1156,"asked Sir Henry sharply.","ACD"
id3429,"I was secretly rather pleased with myself, though I tried to conceal the fact for fear of irritating him.","ACR"
id1694,"The case is decided and another is up for judgment.","ACD"
id2761,"It is true that a curate once told me that my eyes were like imprisoned sunshine in a dark, dark wood—but curates always know so many quotations, and fire them off at random.","ACR"
id6621,"I think you have now asked me questions enough, she went on, beginning to let her temper get the better of her at last.","WKL"
id2719,"Why not return with me to-day?","ACR"
id6269,"Another member of the family appeared on the stairs—Miss Garth, the governess.","WKL"
id117,"If you want to write good copy, you must be where the things are.","ACD"
id3855,"I asked with lively curiosity.","ACR"
id310,"I'll copy it out.","ACD"
id6492,"Perhaps, for as long as three weeks—but not longer.","WKL"
id1780,"Oh, Etienne, they will kill you.","ACD"
id1033,"said he.","ACD"
id3575,"I feel you ought to know about this.","ACR"
id6089,"It is due to Mr. Vanborough to admit that he broke her heart, with the strictest attention to propriety.","WKL"
id4508,"The sinister face of Dr. Bauerstein recurred to me unpleasantly.","ACR"
id4325,"Lots of nonsense written, though.","ACR"
id2856,"The kind woman insisted on my having a cup of tea.","ACR"
id3681,"_Tiens!_ cried Poirot, stepping back a pace and regarding me with admiration.","ACR"
id2803,"If there is one smell I cannot bear it is that of moth balls!","ACR"
id809,"He never returned.","ACD"
id4079,"And he was here on Tuesday night—the day before Mr. Maltravers died.","ACR"
id2259,"I staggered back in amazement.","ACD"
id1298,"I’ll be able to tell you       more clearly then how this thing strikes me.","ACD"
id2804,"This man’s heavy overcoat simply reeked of them.","ACR"
id6408,"Thank you for a very pretty speech.","WKL"
id751,"Then, as it would seem, he became as one             that hath a devil, for, rushing down the stairs into the             dining-hall, he sprang upon the great table, flagons and             trenchers flying before him, and he cried aloud before all             the company that he would that very night render his body             and soul to the Powers of Evil if he might but overtake the             wench.","ACD"
id2191,"The wounded sergeant had not waited long for his vengeance.","ACD"
id694,"Have no hesitation in lighting one.","ACD"
id1378,"A lad of fourteen, with a bright, keen face, had obeyed the       summons of the manager.","ACD"
id2898,"I read eagerly.","ACR"
id1322,"There’s our man, Watson!","ACD"
id4669,"Evidently something very momentous had occurred that afternoon.","ACR"
id4005,"Poirot pressed her hand sympathetically.","ACR"
id2903,"The police are reported to have a clue.","ACR"
id2981,"Just say straight out what it is you’ve got in your head.","ACR"
id4859,"Few men, at first sight of her, could have resisted the desire to find out who she was; few would have been satisfied with receiving for answer, She is Mrs. Treverton's maid; few would have refrained from the attempt to extract some secret information for themselves from her face and manner; and none, not even the most patient and practiced of observers, could have succeeded in discovering more than that she must have passed through the ordeal of some great suffering at some former period of her life.","WKL"
id6783,"I wish to give no offense; I speak quite impartially—but mark my words, Vanstone: they’ll all three turn out ill, in spite of everything you can do to prevent it.","WKL"
id4928,"Bolt the door.","WKL"
id2691,"He explained at unnecessary length.","ACR"
id1961,"How the Brigadier Captured Saragossa  Have I ever told you, my friends, the circumstances connected with my joining the Hussars of Conflans at the time of the siege of Saragossa and the very remarkable exploit which I performed in connection with the taking of that city?","ACD"
id726,"Holmes stretched out his hand for the manuscript and flattened it       upon his knee.","ACD"
id2352,"I walked on without hesitation, for I knew by my observations in the garden which way to go for the chapel.","ACD"
id3004,"Yes, I didn’t notice it specially at the time—except that I felt there was something wrong.","ACR"
id4346,"Why, Mary, what a gruesome conversation!","ACR"
id297,"I'll go with you now, if it is not too late.","ACD"
id6794,"I say, No mathematics, no industry, no ambition, no firmness of purpose.","WKL"
id3596,"Behold the sacrifice, she said gaily.","ACR"
id6955,"she said, with a coquettish beckoning action of her head.","WKL"
id5885,"Lady Jane was accustomed to leave a favorable impression behind her wherever she went.","WKL"
id4093,"Yes.","ACR"
id1242,"I don’t know much of British life yet, for I       have spent nearly all my time in the States and in Canada.","ACD"
id1860,"I pushed her through the gap and helped her to replace the planks.","ACD"
id152,"He was above and beyond us.","ACD"
id6523,"Up to the last moment, both the sisters had hoped for some explanation of that mysterious family business to which Mrs. Vanstone had so briefly alluded on the previous day.","WKL"
id6712,"On the morning of her departure, Mrs. Vanstone had unquestionably left the house in good spirits.","WKL"
id1869,"I am sorry, signora, but the order of the tribunal has to be obeyed.","ACD"
id2816,"It was distorted by fear—almost panic.","ACR"
id6991,"A lady whose age was unknown, and whose personal appearance was stout—but whose heart was in the right place—volunteered to act the part of the sentimental Julia, and brought with her the dramatic qualification of habitually wearing a wig in private life.","WKL"
id3005,"But I worked it out when I got home, and then I saw why the whole thing had looked so unhandy to me at the time.","ACR"
id6698,"It had returned again and again in spite of her.","WKL"
id296,"It's really awfully good of you to give me a lift.","ACD"
id1581,"Every house is an island.","ACD"
id6299,"She was not so tall.","WKL"
id2489,"He was a man who once—loved me.","ACR"
id5098,"Sarah dropped on her knees by the bed.","WKL"
id2831,"Nothing to be done.","ACR"
id1323,"Come along!","ACD"
id5950,"He hesitates!","WKL"
id3268,"You have it with you—_hein_?","ACR"
id658,"The appearance of our visitor was a surprise to me, since I had       expected a typical country practitioner.","ACD"
id6796,"Hang your negatives!","WKL"
id5054,"If I only knew that I was fit to die, she said, oh, how gladly I would change places with you!","WKL"
id3475,"Then you really think there is a chance of it being stolen?","ACR"
id6175,"He was called to the Bar.","WKL"
id6519,"I suppose I’m getting old.","WKL"
id4865,"Her cheeks had lost their roundness and their natural color; her lips, singularly flexible in movement and delicate in form, had faded to an unhealthy paleness; her eyes, large and black and overshadowed by unusually thick lashes, had contracted an anxious startled look, which never left them, and which piteously expressed the painful acuteness of her sensibility, the inherent timidity of her disposition.","WKL"
id1004,"Twenty-four hours.","ACD"
id732,"Yes, it is a statement of a certain legend which runs in the       Baskerville family.","ACD"
id5731,"I find that one man may have known another from the days when they were both boys, and may have seen nothing but the false surface of him in all that time.","WKL"
id6656,"A false statement, on the stranger’s part, without any intelligible reason for making it?","WKL"
id3739,"I’d never noticed it before.","ACR"
id4246,"I’m sure I shall be only too delighted to make myself useful, I responded.","ACR"
id3367,"Oh, show her in here, Mrs. Murchison.","ACR"
id2838,"The doctor who had examined the body was just ahead of me.","ACR"
id5619,"Involved in public and producible troubles, you would have said, Here is my man.","WKL"
id2196,"At the same time, if it were found, it would warn the enemy that something had happened, so I thought it best to drop it over the wall.","ACD"
id5551,"It’s no use talking to me of my wife’s virtues.","WKL"
id5909,"cried Mrs. Vanborough--loudly, sternly, incredulously.","WKL"
id5516,"I suspect you are getting tired of your wife.","WKL"
id1555,"Then, without movement, very slowly and stealthily I had a peep at the men who surrounded me.","ACD"
id583,"I am bound to say that in       all the accounts which you have been so good as to give of my own       small achievements you have habitually underrated your own       abilities.","ACD"
id3679,"What had happened to his usually keen wits?","ACR"
id1067,"Exactly.","ACD"
id6242,"Seven o’clock struck; and the signs of domestic life began to show themselves in more rapid succession.","WKL"
id1294,"It’s a big thing for a man       to have to understand and to decide at one sitting.","ACD"
id3938,"The latter, however, merely shook his head sadly.","ACR"
id5472,"Consult Mr. Kendrew.","WKL"
id6958,"Frank was twenty last birthday.","WKL"
id6562,"As they passed through the lodge-gates, Miss Garth looked round, and saw that the stranger was quickening his pace, apparently with the purpose of entering into conversation.","WKL"
id4959,"Give me the bottle.","WKL"
id5187,"She clasped the letter suddenly to her breast with both hands, and shrank back against the wall of the room, her eyes still fastened on the curtain with the same blank look of horror which they had exhibited when Mrs. Treverton had threatened to claim her servant's obedience from the other world.","WKL"
id3541,"Monsieur Poirot and Captain Hastings, announced the butler.","ACR"
id6836,"You can walk over to Combe-Raven tomorrow and give this message from me to Mr. Vanstone: ‘Father’s compliments, sir, and I have come back upon your hands like a bad shilling, as he always said I should.","WKL"
id3002,"Besides, a doctor doesn’t usually feel for the heart on the right side of the body.","ACR"
id5108,"At that final appeal, she answered faintly,  I swear it.","WKL"
id6964,"While he still hesitated, Mr. Vanstone and his daughter reached the top of the steps.","WKL"
id863,"There was certainly no physical injury of any       kind.","ACD"
id5290,"Wandering more and more slowly along the pathways of the forsaken garden, as the course of her ideas withdrew her more and more completely from all outward things, she stopped insensibly on an open patch of ground, which had once been a well-kept lawn, and which still commanded a full view of the long range of uninhabited north rooms.","WKL"
id5493,"If you ever marry, he said, don’t be such a fool, Kendrew, as I have been.","WKL"
id2250,"Again I heard a groan, but this time there could be no doubt that it was above my head.","ACD"
id3193,"She is coming here.","ACR"
id623,"It certainly seems probable.","ACD"
id6183,"Mr. Delamayn answered, Put me into Parliament.","WKL"
id1775,"I cried.","ACD"
id3164,"She is being followed by a bevy of admirers who have recognized her.","ACR"
id669,"From one or two friends there on the occasion of my marriage.","ACD"
id2234,"Seldom in my life have I been more perplexed.","ACD"
id1119,"It       becomes coherent.","ACD"
id449,"He leaned forward with great earnestness.","ACD"
id5945,"Is that lady your wife?","WKL"
id6872,"Mr. Marrable, Mrs. Marrable, and Miss Marrable; Evergreen Lodge, Clifton.","WKL"
id5760,"I was to tell you she was much pressed for time.","WKL"
id3026,"The inquest elicited the following facts.","ACR"
id5372,"The house was still occupied by the persons who desired to let it.","WKL"
id6970,"Miss Marrable was that hardest of all born tyrants—an only child.","WKL"
id3945,"You had been attending Mr. Maltravers recently?","ACR"
id2695,"I waited in some trepidation for what was coming next.","ACR"
id1070,"Within a radius of five miles there are, as you       see, only a very few scattered dwellings.","ACD"
id6774,"As it is, I have no money to help them with; and they have no brains to help themselves.","WKL"
id1755,"Let him have no food or water, and let him be led before the tribunal again on Wednesday night.","ACD"
id5642,"Yes.","WKL"
id1646,"It was only in this one direction of the wooden screen that there was any possibility of exploring.","ACD"
id3952,"And the cause of death was clear?","ACR"
id4887,"She shook her head, and thanked him again, then passed before him quickly on her way out of the gallery.","WKL"
id5247,"There one of the servants who had been sitting up met her, and, with a face of astonishment and alarm, asked what was the matter.","WKL"
id95,"It is the mark of the kind of man I mean that he makes his own chances.","ACD"
id6275,"This was evidently not one of the forlorn, persecuted, pitiably dependent order of governesses.","WKL"
id1620,"There are two names upon our list before him.","ACD"
id664,"I was not       sure whether I had left it here or in the Shipping Office.","ACD"
id1450,"My business, for example, has usually been with soldiers and peasants, and what advantage is it to be able to say to them that I love only them, and that I will come back when the wars are over?","ACD"
id1435,"We all took what we could get, and I had two pictures for my share.","ACD"
id1960,"II.","ACD"
id4418,"My dear Evelyn, cried Mrs. Cavendish, this can’t be true!","ACR"
id1788,"They have trapped us both with the same bait.","ACD"
id6141,"Don’t let her act!","WKL"
id2667,"No, doctor, I’m going to London.","ACR"
id2004,"They listened unmoved.","ACD"
id2579,"They passed to Europe on——  Here he broke down with a bad fit of choking, the result of an immoderate mouthful of kipper-bones.","ACR"
id5675,"Did he ask if you were both Roman Catholics?","WKL"
id3100,"You’ve asked questions and hinted things.","ACR"
id46,"Well, perhaps if both love, it may be different.","ACD"
id5103,"said Mrs. Treverton.","WKL"
id5237,"One of her hands held over his shoulder the doll that she had taken to bed with her, the other was twined gently in his hair.","WKL"
id3286,"On Friday we’re going down to Yardly Chase to spend a few days with Lord and Lady Yardly.","ACR"
id6272,"Though little more than forty years of age, her hair was quite gray; and she wore over it the plain cap of an old woman.","WKL"
id3467,"I telegraphed to him.","ACR"
id5820,"A last house at Hampstead is left on my list--and in that house I meet you.","WKL"
id1534,"They will kill him, will they not?","ACD"
id253,"I noticed a tall, thin, angular man seated in an arm-chair by the fire.","ACD"
id5579,"Is Mrs. Vanborough concerned in the matter?","WKL"
id5286,"The untrained ivy, the rank vegetation growing in fissures of the stone-work, the festoons of spiders' webs, the rubbish of wood, bricks, plaster, broken glass, rags, and strips of soiled cloth, which lay beneath the windows, all told the same tale of neglect.","WKL"
id5325,"She had great difficulty in accomplishing this, from the violence of her agitation, which made her hands tremble to such a degree that she was hardly able to keep the keys separate one from the other.","WKL"
id1380,"Let me have the Hotel Directory, said Holmes.","ACD"
id2017,"Again there was a roar of laughter.","ACD"
id687,"I had hardly expected so dolichocephalic a skull or       such well-marked supra-orbital development.","ACD"
id2585,"We must get ahead of them.","ACR"
id6228,"CHAPTER I.","WKL"
id4126,"Story.","ACR"
id3585,"She shrugged her shoulders.","ACR"
id6628,"This time his bilious green eye took the initiative, and set his bilious brown eye the example of recovered serenity.","WKL"
id4846,"She is gone to her own room, then, rejoined the other.","WKL"
id5576,"He poured himself out another glass of wine, and drank it at a draught before he replied.","WKL"
id6888,"The first ten minutes of seclusion in the conservatory passed without events of any kind.","WKL"
id3859,"I pondered the matter.","ACR"
id4697,"Alas, that these harmonious moments can never endure!","ACR"
id813,"There were indications that Sir Charles had             stood for some little time here.","ACD"
id828,"This article, you say,       contains all the public facts?","ACD"
id5393,"When Blanche’s mother and I last saw each other we were two poor school-girls beginning the world.","WKL"
id5489,"Mr. Kendrew was short and light--slow and awkward in manner, except when something happened to rouse him.","WKL"
id1068,"I fancy the yew alley, though not marked under that       name, must stretch along this line, with the moor, as you       perceive, upon the right of it.","ACD"
id1292,"It was evident that the fiery temper       of the Baskervilles was not extinct in this their last       representative.","ACD"
id6161,"He disappeared from his club.","WKL"
id880,"How was it that no one else saw it?","ACD"
id2103,"For the moment I was a heroic figure.","ACD"
id2795,"I was returning from an unsuccessful interview with a lady who said she wanted a secretary-companion, but really seemed to require a strong charwoman who would work twelve hours a day for ?25 a year.","ACR"
id1942,"He has suffered that I might be saved.","ACD"
id584,"It may be that you are not yourself luminous, but you       are a conductor of light.","ACD"
id1444,"This made the people furious, and there was very bad feeling in the town.","ACD"
id2399,"Long life to the ‘Colonel,’ said the Count, smiling.","ACR"
id6219,"The Ministry had made a previous appointment which had been universally unpopular.","WKL"
id2642,"That seemed to fluster him a good deal, and he murmured that a wife was a great help to a General Practitioner.","ACR"
id1088,"Have       you turned the case over in your mind?","ACD"
id132,"I'll do something in the world yet!","ACD"
id232,"Began to tell his adventures in a vague way, but somebody started to pick holes, and he just shut up like an oyster.","ACD"
id4580,"I had seen Lawrence in quite a different light that afternoon.","ACR"
id3583,"It’s been in the family so long.","ACR"
id5444,"Such people!","WKL"
id1438,"The people at Venice were very much attached to them, and as to the four bronze horses which stood over the gate of their great church, they loved them as dearly as if they had been their children.","ACD"
id6160,"He took a few blades of grass from the turf with which they covered her grave--when he thought that nobody was looking at him.","WKL"
id3976,"Exactly.","ACR"
id3711,"It appears so, _mon ami_, said Poirot cautiously.","ACR"
id6946,"Pray, papa, be serious!","WKL"
id6360,"repeated Magdalen, recovering her breath, and the use of her tongue with it.","WKL"
id3601,"Suddenly without any warning, every light was extinguished, the door banged, and from the other side of it came a long-drawn piercing woman’s scream.","ACR"
id6696,"When the doubt had first suggested itself she had treated it as a mere delusion.","WKL"
id4756,"What was to be done?","ACR"
id1893,"Rouse up, signora, rouse up!","ACD"
id4819,"She has lived, Robert, to see ten minutes of the new day.","WKL"
id171,"You seem very anxious to lose your life.","ACD"
id2075,"The colonel's features relaxed.","ACD"
id2056,"We shall be there, Captain Gerard, at the hour you name.","ACD"
id713,"It is an old manuscript.","ACD"
id1228,"Well?","ACD"
id1571,"It turned to the left and again to the left, and then I found myself back in the hall once more.","ACD"
id3033,"She produced an order from the house-agents, and, as was the usual custom, Mrs. James gave her the keys of the house.","ACR"
id641,"I think that I am fairly justified in my inferences.","ACD"
id2482,"cried the dancer sharply.","ACR"
id6894,"Guess, you darling—guess what they’re going to give at Evergreen Lodge!","WKL"
id1774,"Lucia!","ACD"
id6436,"He quietly removed his daughter’s arm from his neck, as if he wished to be free from all interruption.","WKL"
id797,"His         generous donations to local and county charities have been         frequently chronicled in these columns.","ACD"
id1329,"There now!","ACD"
id489,"Shall I not?","ACD"
id1139,"No one could have known.","ACD"
id1389,"Yes, sir.","ACD"
id3436,"‘Yardly .","ACR"
id1783,"I wrote no letter.","ACD"
id5876,"Lady Jane turned to Mr. Vanborough.","WKL"
id6165,"He applied for, and obtained, an appointment in one of the colonies.","WKL"
id2978,"The inspector fell in with the suggestion readily enough.","ACR"
id1882,"It is the custom of men to say to ladies that they would willingly endure any pain for their sake, but it was my privilege to show that I had said no more than I meant.","ACD"
id6039,"(See what a thing habit is!","WKL"
id843,"Incredible as it may appear to you, Mr. Holmes, he was       honestly convinced that a dreadful fate overhung his family, and       certainly the records which he was able to give of his ancestors       were not encouraging.","ACD"
id1662,"cried the voice again, and then Gerard!","ACD"
id1658,"Help!","ACD"
id5989,"The grand woman, who in the old stage days had held thousands breathless over the mimic woes of the scene, stood there grander than ever, in her own woe, and held the three people who looked at her breathless till she spoke again.","WKL"
id2758,"Was I really good-looking?","ACR"
id5280,"The mansion had been originally built in the form of a square, and had been strongly fortified.","WKL"
id2661,"You’d know it if you married me!","ACR"
id4035,"I gather that he had had one h?morrhage already, and that he knew that another one would prove fatal.","ACR"
id3793,"But I don’t understand——  No?","ACR"
id3196,"This street, it is not aristocratic, _mon ami_!","ACR"
id5066,"and I said, 'All but one.'","WKL"
id6788,"My good fellow, he won’t take it, retorted Mr. Clare, with the icy composure of a disinterested friend.","WKL"
id6623,"If you have any message to leave for Mrs. Vanstone, I shall be writing to her by to-night’s post, and I can take charge of it.","WKL"
id2436,"But your contract here?","ACR"
id5578,"Mr. Kendrew looked surprised.","WKL"
id1600,"With dignity I advanced toward the tribunal.","ACD"
id4280,"Alfred, darling, Mr. Hastings—my husband.","ACR"
id1208,"Again, you will       observe that the words are not gummed on in an accurate line, but       that some are much higher than others.","ACD"
id3744,"And indeed there was nothing even remotely Oriental about the frank brown eyes that looked into ours.","ACR"
id1043,"He laughed at my bewildered expression.","ACD"
id352,"The context convinces me, however, that you have sinned rather through ignorance and tactlessness than through malice, so I am content to pass the matter by.","ACD"
id5563,"Imagine what would happen if your wife heard that!","WKL"
id5500,"I want a woman highly connected and highly bred--a woman who can receive the best society in England, and open her husband’s way to a position in the world.","WKL"
id3047,"The police surgeon gave it as his opinion that the woman had been dead about twenty-four hours.","ACR"
id3975,"Rather an old ass.","ACR"
id3677,"Don’t you see?","ACR"
id5428,"Would you like to eat your fruit in the garden, Blanche?","WKL"
id670,"Dear, dear, that’s bad!","ACD"
id5659,"and _you_ were baptized and brought up in the Church of England?","WKL"
id3902,"There was, of course, the usual suicide clause in the policy.","ACR"
id807,"On the fourth of May Sir Charles had declared his             intention of starting next day for London, and had ordered             Barrymore to prepare his luggage.","ACD"
id4890,"It was opened by Captain Treverton.","WKL"
id1512,"I had felt the fellow's grip upon my arms, and I knew that I would be a child in his hands.","ACD"
id4912,"The strong nature of the mistress and the weak nature of the maid came out, even in that short interchange of words spoken through the curtain of a death-bed.","WKL"
id2258,"It was as high as my face, and yet, so far as I could feel, it had nothing to support it.","ACD"
id6025,"There was dead silence in the room as he did it.","WKL"
id3669,"I said impatiently.","ACR"
id4206,"It’s simply bare-faced fortune hunting; but there you are—she is her own mistress, and she’s married him.","ACR"
id3376,"Tall, dark, with flashing eyes, and a pale proud face—yet something wistful in the curves of the mouth.","ACR"
id260,"Challenger was the man who came with some cock-and-bull story from South America.","ACD"
id6401,"You really should check Magdalen, pleaded Mrs. Vanstone, addressing her husband when her daughter had left the room.","WKL"
id2018,"I can see the ring of faces, the mocking eyes, the open mouths--Olivier with his great black bristles, Pelletan thin and sneering, even the young sub-lieutenants convulsed with merriment.","ACD"
id5854,"I beg your ladyship’s pardon, he began.","WKL"
id6303,"The mother and daughter slowly descended the stairs together—the first dressed in dark brown, with an Indian shawl thrown over her shoulders; the second more simply attired in black, with a plain collar and cuffs, and a dark orange-colored ribbon over the bosom of her dress.","WKL"
id405,"His appearance made me gasp.","ACD"
id3678,"His unusual obtuseness annoyed me.","ACR"
id383,"It is most considerate of you, madam.","ACD"
id6920,"First, because he’s a darling; secondly, because I love him, and he loves me; thirdly, because there is never any difference of opinion between us (is there?","WKL"
id4948,"Look for my medicine, said she; I want it.","WKL"
id1153,"You must allow that there       is nothing supernatural about this, at any rate?","ACD"
